het_code,smiles,protonated_smiles,ph,n_pka_sites,pka_values,method
SBS,C[C@@H](CNC(=O)c1ccc(cc1)S(=O)(=O)N)Cn2ccc3c2cccc3,C[C@@H](CNC(=O)c1ccc(S(N)(=O)=O)cc1)Cn1ccc2ccccc21,7.4,4,3.56;7.28;9.35;9.79,pkasolver
SBW,c1cc(cc(c1)O)CNC(=O)c2ccc(cc2)S(=O)(=O)N,NS(=O)(=O)c1ccc(C(=O)NCc2cccc(O)c2)cc1,7.4,5,3.73;6.60;8.60;8.99;10.23,pkasolver
SDA,c1c(cc(c(c1Cl)N)Cl)S(=O)(=O)N,Nc1c(Cl)cc(S(N)(=O)=O)cc1Cl,7.4,0,,pkasolver:no_ionizable
SG1,c1cc(c(cc1S(=O)(=O)N)[N+](=O)[O-])N2CCCC2=O,NS(=O)(=O)c1ccc(N2CCCC2=O)c([N+](=O)[O-])c1,7.4,3,2.95;6.43;8.30,pkasolver
SG2,CN1c2ccc(cc2C(=O)S1)S(=O)(=O)N,Cn1sc(=O)c2cc(S(N)(=O)=O)ccc21,7.4,2,7.06;9.09,pkasolver
SG4,CC(=O)O[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1OC(=O)C)O)O)COS(=O)(=O)N,CC(=O)O[C@@H]1[C@@H](O)[C@@H](O)O[C@H](COS(N)(=O)=O)[C@H]1OC(C)=O,7.4,3,6.98;8.35;9.24,pkasolver
SG5,CCC(=O)O[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1OC(=O)CC)OC(=O)CC)O)COS(=O)(=O)N,CCC(=O)O[C@@H]1[C@@H](OC(=O)CC)[C@@H](O)O[C@H](COS(N)(=O)=O)[C@H]1OC(=O)CC,7.4,3,6.87;8.01;9.01,pkasolver
SG6,CC(=O)O[C@H]1[C@H](O[C@@H]([C@@H]([C@H]1O)O)O)COS(=O)(=O)N,CC(=O)O[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]1COS(N)(=O)=O,7.4,3,6.79;8.40;9.43,pkasolver
SG7,CC(=O)O[C@@H]1[C@H](O[C@@H]([C@H]([C@H]1OC(=O)C)O)O)COS(=O)(=O)N,CC(=O)O[C@@H]1[C@H](O)[C@@H](O)O[C@H](COS(N)(=O)=O)[C@H]1OC(C)=O,7.4,3,6.98;8.35;9.24,pkasolver
SMS,CC1(O[C@H]2[C@H]3[C@@H](CO[C@]2(O1)COS(=O)(=O)N)OS(=O)(=O)O3)C,CC1(C)O[C@H]2[C@@H]3OS(=O)(=O)O[C@@H]3CO[C@@]2(COS(N)(=O)=O)O1,7.4,2,6.80;8.31,pkasolver
SPM,C(CCNCCCN)CNCCCN,[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+],7.4,2,11.04;11.05,pkasolver
SRX,CC12C3([Ru]14567(C2(C4(C5(C63C)C)C)C)([n+]8ccccc8C(c9[n+]7cccc9)NC(=O)c1ccc(cc1)S(=O)(=O)N)Cl)C,C[C]12[C]3(C)[C]4(C)[C]5(C)[C]6(C)[C]1(C)[Ru]234651([Cl])[n+]2ccccc2C([N-]C(=O)c2ccc(S([NH-])(=O)=O)cc2)c2cccc[n+]21,7.4,4,2.49;4.08;4.51;5.82,pkasolver
STB,c1cc(ccc1C(=O)NCCCCNCS)S(=O)(=O)N,NS(=O)(=O)c1ccc(C(=O)NCCCC[NH2+]C[SH2+])cc1,7.4,7,2.97;6.94;7.74;7.92;8.69;8.76;8.82,pkasolver
SU0,COc1ccc2c(c1)OC(=O)C=C2CC(=O)Nc3ccc(cc3)S(=O)(=O)N,COc1ccc2c(CC(=O)Nc3ccc(S(N)(=O)=O)cc3)cc(=O)oc2c1,7.4,4,4.08;6.70;8.89;9.87,pkasolver
SVO,CN(C)c1ccc(cc1)S(=O)(=O)N[N+](=O)[O-],CN(C)c1ccc(S(=O)(=O)N[N+](=O)[O-])cc1,7.4,1,3.59,pkasolver
SWU,CC1=CC(=O)Oc2c1ccc(c2)CS(=O)(=O)N,Cc1cc(=O)oc2cc(CS(N)(=O)=O)ccc12,7.4,2,6.08;8.73,pkasolver
SXG,c1(c(c(c(c(c1F)F)S(=O)(=O)N)F)F)NS(=O)(=O)c2c(c(c(c(c2F)F)F)F)F,NS(=O)(=O)c1c(F)c(F)c(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,7.4,4,6.13;6.19;6.30;7.59,pkasolver
SXL,CC1=CC(=O)Oc2c1ccc(c2)C(F)(F)S(=O)(=O)N,Cc1cc(=O)oc2cc(C(F)(F)S([NH-])(=O)=O)ccc12,7.4,2,5.88;7.15,pkasolver
SXS,c1cc2c(cc1N)S(=O)(=O)NC2=O,Nc1ccc2c(c1)S(=O)(=O)NC2=O,7.4,3,4.78;9.81;9.83,pkasolver
TDZ,Cc1c(c2c(c(c1O)C)CC[C@](O2)(C)COc3ccc(cc3)C[C@@H]4C(=O)NC(=O)S4)C,Cc1c(C)c2c(c(C)c1O)CC[C@](C)(COc1ccc(C[C@H]3SC(=O)NC3=O)cc1)O2,7.4,2,7.89;8.59,pkasolver
TE1,CC(C)C[C@@H](c1cc(c(cc1OC)O)/C=C\C(=O)O)O,COc1cc(O)c(/C=C\C(=O)[O-])cc1[C@@H](O)CC(C)C,7.4,3,5.10;9.04;9.50,pkasolver
TE2,CC\1(c2ccccc2N(/C1=C\CC3=C(/C(=C\C=C\4/C(c5ccccc5N4C)(C)C)/CCC3)NCCCCCCNC(=O)CCc6ccc(cc6)S(=O)(=O)N)C)C,CN1/C(=C\CC2=C([NH2+]CCCCCC[NH2+]C(=O)CCc3ccc(S([NH3+])(=O)=O)cc3)/C(=C\C=C3\N(C)c4ccccc4C3(C)C)CCC2)C(C)(C)c2ccccc21,7.4,7,5.18;5.85;8.37;9.05;9.26;9.82;10.16,pkasolver
TF9,CC(=O)c1ccc(cc1)S(=O)(=O)NC(=O)NC2CCCCC2,CC(=O)c1ccc(S(=O)(=O)[N-]C(=O)[NH2+]C2CCCCC2)cc1,7.4,2,6.57;7.41,pkasolver
TG4,CCCCNCC(=O)NCCc1ccc(cc1)S(=O)(=O)N,CCCC[NH2+]CC(=O)[NH2+]CCc1ccc(S([NH3+])(=O)=O)cc1,7.4,5,7.69;8.77;9.27;9.62;9.74,pkasolver
TG5,CCCCNCC(=O)Nc1ccc(cc1)S(=O)(=O)N,CCCC[NH2+]CC(=O)Nc1ccc(S([NH3+])(=O)=O)cc1,7.4,5,4.18;7.68;9.05;9.53;10.19,pkasolver
TH7,c1cc(c(cc1O)O)SO,OSc1ccc(O)cc1O,7.4,0,,pkasolver:no_ionizable
TKE,c1cc(ccc1CCNC(=S)Nc2ccc(cc2)I)S(=O)(=O)N,NS(=O)(=O)c1ccc(CC[NH2+]C(=S)Nc2ccc(I)cc2)cc1,7.4,5,3.01;6.14;7.03;9.16;10.71,pkasolver
TKQ,c1cc(ccc1CCNC(=O)Nc2ccc(cc2)I)S(=O)(=O)N,[NH3+]S(=O)(=O)c1ccc(CCNC(=O)Nc2ccc(I)cc2)cc1,7.4,5,3.74;7.59;9.78;10.57;10.65,pkasolver
TKR,c1cc(ccc1CCNC(=O)CN2CC(NN2)COC(=O)O)S(=O)(=O)N,[NH-]S(=O)(=O)c1ccc(CC[N-]C(=O)CN2CC(COC(=O)[O-])[NH2+]N2)cc1,7.4,6,4.21;4.81;5.48;5.75;6.51;6.74,pkasolver
TM4,CC1=C(C(=S)C=CO1)O,Cc1occc(=S)c1[O-],7.4,1,6.43,pkasolver
TM7,CC1=CC(=S)C(=CO1)O,Cc1cc(=S)c([O-])co1,7.4,1,6.08,pkasolver
TN8,c1cc(ccc1CCN/C(=N/c2ccc(cc2)I)/[SeH])S(=O)(=O)N,NS(=O)(=O)c1ccc(CCN/C([SeH])=[NH+]/c2ccc(I)cc2)cc1,7.4,3,7.39;8.72;9.55,pkasolver
TOR,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,7.4,2,7.28;8.90,pkasolver
TPD,c1cc(sc1)CNS(=O)(=O)c2ccc(s2)S(=O)(=O)N,NS(=O)(=O)c1ccc(S(=O)(=O)NCc2cccs2)s1,7.4,3,6.63;8.01;9.71,pkasolver
TRI,c1[nH]cnn1,c1nnc[nH]1,7.4,3,3.04;3.28;9.83,pkasolver
TRP,c1ccc2c(c1)c(c[nH]2)C[C@@H](C(=O)O)N,[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-],7.4,4,4.24;5.24;8.58;10.03,pkasolver
TRU,c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)N[C@@H](N2)C(Cl)Cl,NS(=O)(=O)c1cc2c(cc1Cl)[NH2+][C@@H](C(Cl)Cl)NS2(=O)=O,7.4,5,4.44;5.53;6.25;8.23;8.65,pkasolver
TU0,c1cc(c(cc1Br)/C=C/S(=O)(=O)O)O,O=S(=O)([O-])/C=C/c1cc(Br)ccc1O,7.4,1,8.63,pkasolver
TUO,c1ccc(cc1)c2c3cc(ccc3[nH]c2C(=O)NN)S(=O)(=O)N,NNC(=O)c1[nH]c2ccc(S(N)(=O)=O)cc2c1-c1ccccc1,7.4,3,6.81;9.55;11.10,pkasolver
U4V,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)n3cc(nn3)CNc4ccc(cc4)S(=O)(=O)N,Cc1cn([C@H]2C[C@H](n3cc(CNc4ccc(S(N)(=O)=O)cc4)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,7.4,8,4.15;4.80;5.07;6.92;8.53;8.68;9.19;9.82,pkasolver
U6X,CCN1CCC[C@H]1CNC(=O)c2cc(ccc2OC)S(=O)(=O)N,CC[NH+]1CCC[C@H]1CNC(=O)c1cc(S([NH3+])(=O)=O)ccc1OC,7.4,5,4.21;7.82;9.39;9.57;9.90,pkasolver
U7A,c1ccc(cc1)CCN(CCC#N)CC(=O)N(CCc2ccccc2)CCc3ccc(cc3)S(=O)(=O)N,N#CCCN(CCc1ccccc1)CC(=O)N(CCc1ccccc1)CCc1ccc(S(N)(=O)=O)cc1,7.4,4,7.17;7.33;7.87;8.95,pkasolver
U7G,c1ccc(cc1)CCN(CCCN)CC(=O)N(CCc2ccc(cc2)S(=O)(=O)N)Cc3ccco3,NS(=O)(=O)c1ccc(CC[NH+](Cc2ccco2)C(=O)C[NH+](CCC[NH3+])CCc2ccccc2)cc1,7.4,5,7.82;7.95;8.13;9.01;9.08,pkasolver
UD8,CC1(O[C@H]2CN(C[C@H]([C@@H]2O1)O)CCCCCCn3cc(nn3)CNC(=O)c4ccc(cc4)S(=O)(=O)N)C,CC1(C)O[C@H]2[C@H](O)CN(CCCCCCn3cc(CNC(=O)c4ccc(S(N)(=O)=O)cc4)nn3)C[C@@H]2O1,7.4,7,3.74;4.11;6.90;7.36;8.76;8.88;9.41,pkasolver
UDE,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)n3cc(nn3)CNC(=O)Nc4cccc(c4)S(=O)(=O)N,Cc1cn([C@H]2C[C@H](n3cc(CNC(=O)Nc4cccc(S(N)(=O)=O)c4)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,7.4,9,4.71;4.74;5.01;6.63;8.12;8.26;8.87;9.13;9.76,pkasolver
UHO,c1ccc(cc1)S(=O)(=O)N(CCc2ccc(cc2)S(=O)(=O)N)Cc3cccc(c3)NCC(=O)O,NS(=O)(=O)c1ccc(CC[NH+](Cc2cccc(NCC(=O)[O-])c2)S(=O)(=O)c2ccccc2)cc1,7.4,6,3.02;4.17;4.36;7.27;8.37;8.93,pkasolver
UIE,c1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)S(=O)(=O)N)Cc3cccc(c3)NCC(=O)O,NS(=O)(=O)c1ccc(C[NH+](Cc2cccc(NCC(=O)[O-])c2)S(=O)(=O)c2ccccc2)cc1,7.4,6,2.96;3.90;4.39;7.00;7.84;8.44,pkasolver
UII,CS(=O)(=O)N(Cc1ccc(cc1)S(=O)(=O)N)Cc2cccc(c2)NCC(=O)O,CS(=O)(=O)[NH+](Cc1ccc(S(N)(=O)=O)cc1)Cc1cccc(NCC(=O)[O-])c1,7.4,6,2.94;3.74;4.96;7.13;8.23;8.90,pkasolver
URE,C(=O)(N)N,NC([NH3+])=O,7.4,4,5.11;7.46;10.30;10.53,pkasolver
URH,c1ccc(cc1)C(=O)c2ccc(cc2)CNC(=O)c3ccc(cc3)S(=O)(=O)N,NS(=O)(=O)c1ccc(C(=O)NCc2ccc(C(=O)c3ccccc3)cc2)cc1,7.4,4,3.12;6.14;8.36;9.70,pkasolver
V1F,c1ccc(cc1)CCS(=O)(=O)c2c(c(c(c(c2F)F)S(=O)(=O)N)F)NCc3ccccc3,NS(=O)(=O)c1c(F)c(F)c(S(=O)(=O)CCc2ccccc2)c(NCc2ccccc2)c1F,7.4,4,3.48;6.37;7.81;9.06,pkasolver
V21,CSC1=S=Nn2c1nc3c2cc(cc3)S(=O)(=O)N,CSC1=S=Nn2c1nc1ccc(S(N)(=O)=O)cc12,7.4,3,2.92;5.74;7.61,pkasolver
V26,CNc1c(c(c(c(c1S(=O)(=O)CCc2ccccc2)F)F)S(=O)(=O)N)F,CNc1c(F)c(S(N)(=O)=O)c(F)c(F)c1S(=O)(=O)CCc1ccccc1,7.4,4,3.52;6.27;7.76;8.49,pkasolver
V49,c1ccc2c(c1)nc(s2)Sc3c(c(c(c(c3F)F)S(=O)(=O)N)F)F,NS(=O)(=O)c1c(F)c(F)c(Sc2nc3ccccc3s2)c(F)c1F,7.4,3,3.53;6.24;7.99,pkasolver
V51,C1C2CC3CC1CC(C2)(C3)Nc4c(c(c(c(c4F)F)S(=O)(=O)N)F)F,NS(=O)(=O)c1c(F)c(F)c(NC23CC4CC(CC(C4)C2)C3)c(F)c1F,7.4,4,6.25;6.69;8.36;9.41,pkasolver
VD9,CCCSc1ccc(cc1)S(=O)(=O)N,CCCSc1ccc(S(N)(=O)=O)cc1,7.4,2,7.13;9.77,pkasolver
VGT,c1ccc(cc1)[Se]C[C@@H](CSc2ccc(cc2)S(=O)(=O)N)O,[NH3+]S(=O)(=O)c1ccc(SC[C@@H](O)C[Se]c2ccccc2)cc1,7.4,3,7.49;9.57;9.83,pkasolver
VI6,B1(c2cc(ccc2CO1)n3cc(nn3)COc4ccc(cc4)F)(O)O,B1(c2cc(ccc2CO1)n3cc(nn3)COc4ccc(cc4)F)(O)O,7.4,0,,fallback:unparseable
VJJ,c1ccc(cc1)Oc2cccc(c2)C(=O)O,O=C([O-])c1cccc(Oc2ccccc2)c1,7.4,1,4.13,pkasolver
VKL,C[n+]1c2[n+](cc(n1)c3ccc(c(c3)F)F)CCN2,C[n+]1nc(-c2ccc(F)c(F)c2)c[n+]2c1[N-]CC2,7.4,3,2.95;3.22;6.41,pkasolver
VL2,CC12C3([Ir]1456(C2(C4(C53C)C)C)([n+]7ccc(cc7C(=O)N6CCc8ccc(cc8)S(=O)(=O)N)N(=O)=O)Cl)C,C[C]12[C]3(C)[C]4(C)[C]5(C)[C]1(C)[Ir]23451([Cl])[n+]2ccc([N+](=O)[O-])cc2C(=O)[NH+]1CCc1ccc(S([NH-])(=O)=O)cc1,7.4,2,4.77;5.39,pkasolver
VMD,C[C@@H]1[C@@H](OC(O1)(C)C)[C@@H](CNCCCn2cc(nn2)CNc3ccc(cc3)S(=O)(=O)N)O,C[C@H]1OC(C)(C)O[C@H]1[C@H](O)C[NH2+]CCCn1cc(CNc2ccc(S([NH3+])(=O)=O)cc2)nn1,7.4,6,3.81;4.98;7.77;9.42;9.60;9.94,pkasolver
VR3,C[C@@]12CCC[C@H]1[C@@H]3CC=C4C[C@H](CC[C@@]4([C@H]3CC2)C)OS(=O)(=O)N,C[C@@]12CCC[C@H]1[C@@H]1CC=C3C[C@@H](OS(N)(=O)=O)CC[C@]3(C)[C@H]1CC2,7.4,2,7.25;8.92,pkasolver
VSM,C[C@@]12CC[C@@H]3C(=C1CC[C@@H](C2)OS(=O)(=O)N)CC[C@H]4[C@]3(CC(=O)C4)C,C[C@@]12CC[C@@H]3C(=C1CC[C@H](OS(N)(=O)=O)C2)CC[C@@H]1CC(=O)C[C@]13C,7.4,2,7.01;8.49,pkasolver
VV8,CCS(=O)(=O)c1c(c(c(c(c1F)F)S(=O)(=O)N)F)NC2CCCCCCC2,CCS(=O)(=O)c1c(F)c(F)c(S(N)(=O)=O)c(F)c1NC1CCCCCCC1,7.4,3,6.29;6.36;7.88,pkasolver
VZW,c1cc(ccc1C(=O)N2CCN(CC2)c3cc4c(cc3F)C(=O)C(=CN4C5CC5)C(=O)O)S(=O)(=O)N,[NH-]S(=O)(=O)c1ccc(C(=O)N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)[O-])cn4C3CC3)CC2)cc1,7.4,5,4.40;4.78;5.55;6.22;7.27,pkasolver
W1O,c1cc(ccc1CNC(=O)N2CCN(CC2)c3cc4c(cc3F)C(=O)C(=CN4C5CC5)C(=O)O)S(=O)(=O)N,NS(=O)(=O)c1ccc(CNC(=O)[NH+]2CCN(c3cc4c(cc3F)c(=O)c(C(=O)[O-])cn4C3CC3)CC2)cc1,7.4,7,4.70;5.24;6.09;6.19;6.73;7.44;8.23,pkasolver
WLE,COc1cccc(c1)NC(=O)Nc2ccc(cc2)S(=O)(=O)N,COc1cccc(NC(=O)Nc2ccc(S([NH3+])(=O)=O)cc2)c1,7.4,6,3.42;3.63;7.69;10.01;10.86;10.94,pkasolver
WMO,COCCNC(=O)c1ccc(cc1)S(=O)(=O)N,COCCNC(=O)c1ccc(S(N)(=O)=O)cc1,7.4,4,3.06;6.71;9.15;9.40,pkasolver
WW3,c1cc(ccc1/N=N/N2CCCCCC2)S(=O)(=O)N,NS(=O)(=O)c1ccc(/N=N/[NH+]2CCCCCC2)cc1,7.4,3,7.31;8.27;9.19,pkasolver
WWL,c1ccc(cc1)S(=O)(=O)c2ccc(s2)S(=O)(=O)N,NS(=O)(=O)c1ccc(S(=O)(=O)c2ccccc2)s1,7.4,2,6.38;8.26,pkasolver
WWV,CC(C)c1ccccc1NC(=O)Nc2ccc(cc2)S(=O)(=O)N,CC(C)c1ccccc1NC(=O)Nc1ccc(S([NH3+])(=O)=O)cc1,7.4,6,3.52;3.73;7.88;10.13;10.91;11.06,pkasolver
WYZ,c1cc(cc(c1)OCC(=O)O)C[N@](Cc2ccc(cc2)S(=O)(=O)N)S(=O)(=O)c3cccnc3,[NH-]S(=O)(=O)c1ccc(CN(Cc2cccc(OCC(=O)[O-])c2)S(=O)(=O)c2cccnc2)cc1,7.4,5,3.38;3.61;3.76;6.31;7.03,pkasolver
WZA,C[C@]12CC[C@@H]3c4cc(c(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)OS(=O)(=O)N)OC,COc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,7.4,3,7.21;9.00;9.63,pkasolver
WZC,C[C@]12CC[C@@H]3c4cc(c(cc4CC[C@H]3[C@@H]1CC[C@@H]2OS(=O)(=O)N)O)OC,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OS([NH3+])(=O)=O)CC[C@@H]12,7.4,3,7.67;9.08;9.89,pkasolver
X0Q,c1cc(cc(c1)n2cc(nn2)c3ccc(s3)S(=O)(=O)N)C#N,N#Cc1cccc(-n2cc(-c3ccc(S(N)(=O)=O)s3)nn2)c1,7.4,4,2.44;2.98;6.47;8.32,pkasolver
X2U,c1cc2c(c(c1)NCCCOCCCCOCCCNC(=O)c3ccc(cc3)S(=O)(=O)N)C(=O)N(C2=O)[C@@H]4CCC(=O)NC4=O,NS(=O)(=O)c1ccc(C(=O)NCCCOCCCCOCCCNc2cccc3c2C(=O)[NH+]([C@@H]2CCC(=O)NC2=O)C3=O)cc1,7.4,9,4.10;4.81;5.28;5.60;7.22;8.64;9.09;9.54;9.90,pkasolver
X33,B1234B567B189B212B33%10B454B656B787B911[C+]232B4%105[C+2]7612CCCS(=O)(=O)N,B1234B567B189B212B33%10B454B656B787B911[C+]232B4%105[C+2]7612CCCS(=O)(=O)N,7.4,0,,fallback:unparseable
X38,c1cc2c(c(c1)NCCOCCOCCNC(=O)c3ccc(cc3)S(=O)(=O)N)C(=O)N(C2=O)[C@@H](CCC(=O)O)C(=O)N,NS(=O)(=O)c1ccc(C(=O)NCCOCCOCCNc2cccc3c2C(=O)[NH+]([C@@H](CCC(=O)[O-])C([NH3+])=O)C3=O)cc1,7.4,10,3.11;4.76;5.13;5.31;7.12;7.51;8.49;8.92;9.18;9.67,pkasolver
X5F,c1cc(c(c(c1)NCCOCCNC(=O)c2ccc(cc2)S(=O)(=O)N)C(=O)O)C(=O)N[C@H](CCC(=O)O)C(=O)N,[NH-]C(=O)[C@@H](CCC(=O)[O-])NC(=O)c1cccc(NCCOCC[N-]C(=O)c2ccc(S([NH-])(=O)=O)cc2)c1C(=O)[O-],7.4,12,3.26;3.33;3.36;3.40;3.98;4.92;5.72;6.45;6.49;6.80;7.73;9.06,pkasolver
XE,[Xe],[Xe],7.4,0,,pkasolver:no_ionizable
XNF,COP(=O)([C@@H](c1ccc(cc1)[C@@H](Nc2ccc(cc2)S(=O)(=O)N)P(=O)(OC)OC)Nc3ccc(cc3)S(=O)(=O)N)OC,COP(=O)(OC)[C@H]([NH2+]c1ccc(S(N)(=O)=O)cc1)c1ccc([C@@H]([NH2+]c2ccc(S(N)(=O)=O)cc2)P(=O)(OC)OC)cc1,7.4,6,4.68;4.96;5.20;6.01;8.07;8.20,pkasolver
XO9,c1ccc2c(c1)NC(=S)S2,S=c1[nH]c2ccccc2s1,7.4,2,4.34;9.41,pkasolver
XPI,COc1cc(c(cc1OC)OC)[C@H]2C=C(C(=O)O2)Nc3ccc(cc3)S(=O)(=O)N,COc1cc(OC)c([C@H]2C=C(Nc3ccc(S(N)(=O)=O)cc3)C(=O)O2)cc1OC,7.4,4,3.94;6.91;8.63;9.27,pkasolver
Y3E,c1ccc(cc1)C2=CSC(=S)N2,S=c1[nH]c(-c2ccccc2)cs1,7.4,2,4.55;9.51,pkasolver
YI6,CCOc1ccc(cc1)CC(=O)O,CCOc1ccc(CC(=O)[O-])cc1,7.4,1,4.49,pkasolver
YIE,c1cc(ccc1Cc2[n-]nnn2)Cl,Clc1ccc(Cc2nnn[n-]2)cc1,7.4,3,3.50;3.81;5.29,pkasolver
YIH,c1cc(c(cc1OCc2n[n-]nn2)Cl)Cl,Clc1ccc(OCc2nn[n-]n2)cc1Cl,7.4,3,3.65;3.89;4.12,pkasolver
YIP,c1cc(cc(c1)Cl)OCc2n[n-]nn2,Clc1cccc(OCc2nn[n-]n2)c1,7.4,3,3.64;3.90;4.23,pkasolver
ZEC,c1cc2c(cc1O)sc(n2)S(=O)(=O)N,NS(=O)(=O)c1nc2ccc(O)cc2s1,7.4,4,3.54;6.69;7.85;8.51,pkasolver
ZOA,CCOC(=O)c1cnc2c(cnn2c1C)NC(=S)NCc3ccc(cc3)S(=O)(=O)N,CCOC(=O)c1cnc2c(NC(=S)[NH2+]Cc3ccc(S(N)(=O)=O)cc3)cnn2c1C,7.4,6,2.83;3.13;5.15;6.45;7.81;9.22,pkasolver
ZUJ,c1cc(ccc1NC(=O)COc2ccc3c(c2)OC(=O)CC3)S(=O)(=O)N,[NH3+]S(=O)(=O)c1ccc(NC(=O)COc2ccc3c(c2)OC(=O)CC3)cc1,7.4,4,4.00;7.46;9.51;10.13,pkasolver
ZUS,c1cc(ccc1CNC(=O)COc2ccc3c(c2)OC(=O)C=C3)S(=O)(=O)N,NS(=O)(=O)c1ccc(CNC(=O)COc2ccc3ccc(=O)oc3c2)cc1,7.4,4,4.43;6.66;8.76;9.61,pkasolver
